Feature,importance
转换效率C/电流A,1
转换效率C*电流A,2
转换效率C+电流A,0
转换效率C-电流A,0
转换效率C/电流B,0
转换效率C*电流B,0
转换效率C+电流B,1
转换效率C-电流B,1
转换效率C/电流C,1
转换效率C*电流C,0
转换效率C+电流C,1
转换效率C-电流C,0
转换效率C/功率A,3
转换效率C*功率A,0
转换效率C+功率A,2
转换效率C-功率A,3
转换效率C/功率B,3
转换效率C*功率B,0
转换效率C+功率B,0
转换效率C-功率B,0
转换效率C/功率C,0
转换效率C*功率C,0
转换效率C+功率C,2
转换效率C-功率C,0
转换效率C/平均功率,0
转换效率C*平均功率,0
转换效率C+平均功率,1
转换效率C-平均功率,1
转换效率C/风速,0
转换效率C*风速,7
转换效率C+风速,9
转换效率C-风速,5
转换效率C/风向,6
转换效率C*风向,6
转换效率C+风向,1
转换效率C-风向,2
转换效率C/Unnamed: 0**2,0
转换效率C*Unnamed: 0**2,0
转换效率C+Unnamed: 0**2,0
转换效率C-Unnamed: 0**2,0
转换效率C/Unnamed: 0**1/2,0
转换效率C*Unnamed: 0**1/2,0
转换效率C+Unnamed: 0**1/2,0
转换效率C-Unnamed: 0**1/2,0
转换效率C/ID**2,0
转换效率C*ID**2,0
转换效率C+ID**2,0
转换效率C-ID**2,0
转换效率C/ID**1/2,0
转换效率C*ID**1/2,0
转换效率C+ID**1/2,1
转换效率C-ID**1/2,0
转换效率C/板温**2,1
转换效率C*板温**2,0
转换效率C+板温**2,0
转换效率C-板温**2,0
转换效率C/板温**1/2,0
转换效率C*板温**1/2,3
转换效率C+板温**1/2,1
转换效率C-板温**1/2,1
转换效率C/现场温度**2,0
转换效率C*现场温度**2,3
转换效率C+现场温度**2,4
转换效率C-现场温度**2,0
转换效率C/现场温度**1/2,0
转换效率C*现场温度**1/2,2
转换效率C+现场温度**1/2,0
转换效率C-现场温度**1/2,1
转换效率C/光照强度**2,0
转换效率C*光照强度**2,0
转换效率C+光照强度**2,0
转换效率C-光照强度**2,0
转换效率C/光照强度**1/2,0
转换效率C*光照强度**1/2,0
转换效率C+光照强度**1/2,0
转换效率C-光照强度**1/2,0
转换效率C/转换效率**2,0
转换效率C*转换效率**2,0
转换效率C+转换效率**2,0
转换效率C-转换效率**2,0
转换效率C/转换效率**1/2,0
转换效率C*转换效率**1/2,0
转换效率C+转换效率**1/2,0
转换效率C-转换效率**1/2,0
转换效率C/转换效率A**2,0
转换效率C*转换效率A**2,0
转换效率C+转换效率A**2,0
转换效率C-转换效率A**2,0
转换效率C/转换效率A**1/2,1
转换效率C*转换效率A**1/2,0
转换效率C+转换效率A**1/2,0
转换效率C-转换效率A**1/2,1
转换效率C/转换效率B**2,2
转换效率C*转换效率B**2,0
转换效率C+转换效率B**2,0
转换效率C-转换效率B**2,0
转换效率C/转换效率B**1/2,0
转换效率C*转换效率B**1/2,0
转换效率C+转换效率B**1/2,0
转换效率C-转换效率B**1/2,1
转换效率C/转换效率C**2,0
转换效率C*转换效率C**2,0
转换效率C+转换效率C**2,0
转换效率C-转换效率C**2,0
转换效率C/转换效率C**1/2,0
转换效率C*转换效率C**1/2,0
转换效率C+转换效率C**1/2,0
转换效率C-转换效率C**1/2,0
转换效率C/电压A**2,2
转换效率C*电压A**2,1
转换效率C+电压A**2,0
转换效率C-电压A**2,0
转换效率C/电压A**1/2,1
转换效率C*电压A**1/2,0
转换效率C+电压A**1/2,0
转换效率C-电压A**1/2,0
转换效率C/电压B**2,1
转换效率C*电压B**2,0
转换效率C+电压B**2,0
转换效率C-电压B**2,0
转换效率C/电压B**1/2,1
转换效率C*电压B**1/2,1
转换效率C+电压B**1/2,0
转换效率C-电压B**1/2,0
转换效率C/电压C**2,1
转换效率C*电压C**2,1
转换效率C+电压C**2,0
转换效率C-电压C**2,0
转换效率C/电压C**1/2,0
转换效率C*电压C**1/2,0
转换效率C+电压C**1/2,0
转换效率C-电压C**1/2,0
转换效率C/电流A**2,1
转换效率C*电流A**2,0
转换效率C+电流A**2,4
转换效率C-电流A**2,1
转换效率C/电流A**1/2,1
转换效率C*电流A**1/2,0
转换效率C+电流A**1/2,0
转换效率C-电流A**1/2,0
转换效率C/电流B**2,2
转换效率C*电流B**2,5
转换效率C+电流B**2,1
转换效率C-电流B**2,2
转换效率C/电流B**1/2,1
转换效率C*电流B**1/2,0
转换效率C+电流B**1/2,0
转换效率C-电流B**1/2,1
转换效率C/电流C**2,0
转换效率C*电流C**2,4
转换效率C+电流C**2,3
转换效率C-电流C**2,0
转换效率C/电流C**1/2,0
转换效率C*电流C**1/2,0
转换效率C+电流C**1/2,0
转换效率C-电流C**1/2,0
转换效率C/功率A**2,1
转换效率C*功率A**2,0
转换效率C+功率A**2,0
转换效率C-功率A**2,0
转换效率C/功率A**1/2,0
转换效率C*功率A**1/2,0
转换效率C+功率A**1/2,0
转换效率C-功率A**1/2,0
转换效率C/功率B**2,1
转换效率C*功率B**2,1
转换效率C+功率B**2,0
转换效率C-功率B**2,0
转换效率C/功率B**1/2,1
转换效率C*功率B**1/2,2
转换效率C+功率B**1/2,1
转换效率C-功率B**1/2,0
转换效率C/功率C**2,0
转换效率C*功率C**2,0
转换效率C+功率C**2,0
转换效率C-功率C**2,0
转换效率C/功率C**1/2,0
转换效率C*功率C**1/2,3
转换效率C+功率C**1/2,0
转换效率C-功率C**1/2,1
转换效率C/平均功率**2,0
转换效率C*平均功率**2,2
转换效率C+平均功率**2,0
转换效率C-平均功率**2,0
转换效率C/平均功率**1/2,1
转换效率C*平均功率**1/2,0
转换效率C+平均功率**1/2,0
转换效率C-平均功率**1/2,1
转换效率C/风速**2,0
转换效率C*风速**2,4
转换效率C+风速**2,9
转换效率C-风速**2,3
转换效率C/风速**1/2,5
转换效率C*风速**1/2,6
转换效率C+风速**1/2,3
转换效率C-风速**1/2,1
转换效率C/风向**2,4
转换效率C*风向**2,4
转换效率C+风向**2,0
转换效率C-风向**2,0
转换效率C/风向**1/2,1
转换效率C*风向**1/2,4
转换效率C+风向**1/2,1
转换效率C-风向**1/2,6
电压A/电压B,32
电压A*电压B,0
电压A+电压B,0
电压A-电压B,1
电压A/电压C,43
电压A*电压C,0
电压A+电压C,0
电压A-电压C,4
电压A/电流A,4
电压A*电流A,0
电压A+电流A,0
电压A-电流A,1
电压A/电流B,0
电压A*电流B,0
电压A+电流B,0
电压A-电流B,0
电压A/电流C,1
电压A*电流C,5
电压A+电流C,0
电压A-电流C,0
电压A/功率A,2
电压A*功率A,2
电压A+功率A,0
电压A-功率A,1
电压A/功率B,0
电压A*功率B,2
电压A+功率B,1
电压A-功率B,0
电压A/功率C,2
电压A*功率C,3
电压A+功率C,1
电压A-功率C,1
电压A/平均功率,5
电压A*平均功率,1
电压A+平均功率,1
电压A-平均功率,6
电压A/风速,1
电压A*风速,0
电压A+风速,0
电压A-风速,1
电压A/风向,1
电压A*风向,1
电压A+风向,3
电压A-风向,2
电压A/Unnamed: 0**2,0
电压A*Unnamed: 0**2,0
电压A+Unnamed: 0**2,0
电压A-Unnamed: 0**2,0
电压A/Unnamed: 0**1/2,0
电压A*Unnamed: 0**1/2,0
电压A+Unnamed: 0**1/2,2
电压A-Unnamed: 0**1/2,1
电压A/ID**2,0
电压A*ID**2,0
电压A+ID**2,0
电压A-ID**2,0
电压A/ID**1/2,0
电压A*ID**1/2,0
电压A+ID**1/2,8
电压A-ID**1/2,4
电压A/板温**2,0
电压A*板温**2,0
电压A+板温**2,0
电压A-板温**2,6
电压A/板温**1/2,0
电压A*板温**1/2,0
电压A+板温**1/2,0
电压A-板温**1/2,0
电压A/现场温度**2,0
电压A*现场温度**2,0
电压A+现场温度**2,8
电压A-现场温度**2,4
电压A/现场温度**1/2,0
电压A*现场温度**1/2,1
电压A+现场温度**1/2,0
电压A-现场温度**1/2,0
电压A/光照强度**2,0
电压A*光照强度**2,0
电压A+光照强度**2,0
电压A-光照强度**2,0
电压A/光照强度**1/2,1
电压A*光照强度**1/2,0
电压A+光照强度**1/2,0
电压A-光照强度**1/2,0
电压A/转换效率**2,0
电压A*转换效率**2,0
电压A+转换效率**2,0
电压A-转换效率**2,0
电压A/转换效率**1/2,0
电压A*转换效率**1/2,0
电压A+转换效率**1/2,0
电压A-转换效率**1/2,0
电压A/转换效率A**2,0
电压A*转换效率A**2,0
电压A+转换效率A**2,0
电压A-转换效率A**2,0
电压A/转换效率A**1/2,0
电压A*转换效率A**1/2,0
电压A+转换效率A**1/2,0
电压A-转换效率A**1/2,0
电压A/转换效率B**2,0
电压A*转换效率B**2,0
电压A+转换效率B**2,0
电压A-转换效率B**2,0
电压A/转换效率B**1/2,0
电压A*转换效率B**1/2,0
电压A+转换效率B**1/2,0
电压A-转换效率B**1/2,0
电压A/转换效率C**2,1
电压A*转换效率C**2,0
电压A+转换效率C**2,1
电压A-转换效率C**2,1
电压A/转换效率C**1/2,0
电压A*转换效率C**1/2,0
电压A+转换效率C**1/2,0
电压A-转换效率C**1/2,0
电压A/电压A**2,0
电压A*电压A**2,0
电压A+电压A**2,0
电压A-电压A**2,0
电压A/电压A**1/2,0
电压A*电压A**1/2,0
电压A+电压A**1/2,0
电压A-电压A**1/2,0
电压A/电压B**2,4
电压A*电压B**2,0
电压A+电压B**2,0
电压A-电压B**2,0
电压A/电压B**1/2,2
电压A*电压B**1/2,0
电压A+电压B**1/2,0
电压A-电压B**1/2,0
电压A/电压C**2,2
电压A*电压C**2,1
电压A+电压C**2,0
电压A-电压C**2,0
电压A/电压C**1/2,2
电压A*电压C**1/2,0
电压A+电压C**1/2,0
电压A-电压C**1/2,1
电压A/电流A**2,5
电压A*电流A**2,0
电压A+电流A**2,2
电压A-电流A**2,1
电压A/电流A**1/2,0
电压A*电流A**1/2,0
电压A+电流A**1/2,0
电压A-电流A**1/2,0
电压A/电流B**2,0
电压A*电流B**2,1
电压A+电流B**2,5
电压A-电流B**2,2
电压A/电流B**1/2,0
电压A*电流B**1/2,2
电压A+电流B**1/2,0
电压A-电流B**1/2,0
电压A/电流C**2,0
电压A*电流C**2,0
电压A+电流C**2,2
电压A-电流C**2,0
电压A/电流C**1/2,1
电压A*电流C**1/2,2
电压A+电流C**1/2,0
电压A-电流C**1/2,0
电压A/功率A**2,0
电压A*功率A**2,1
电压A+功率A**2,0
电压A-功率A**2,0
电压A/功率A**1/2,0
电压A*功率A**1/2,3
电压A+功率A**1/2,2
电压A-功率A**1/2,2
电压A/功率B**2,10
电压A*功率B**2,0
电压A+功率B**2,0
电压A-功率B**2,0
电压A/功率B**1/2,0
电压A*功率B**1/2,2
电压A+功率B**1/2,2
电压A-功率B**1/2,1
电压A/功率C**2,7
电压A*功率C**2,1
电压A+功率C**2,0
电压A-功率C**2,0
电压A/功率C**1/2,0
电压A*功率C**1/2,3
电压A+功率C**1/2,2
电压A-功率C**1/2,0
电压A/平均功率**2,3
电压A*平均功率**2,0
电压A+平均功率**2,0
电压A-平均功率**2,0
电压A/平均功率**1/2,10
电压A*平均功率**1/2,2
电压A+平均功率**1/2,0
电压A-平均功率**1/2,0
电压A/风速**2,0
电压A*风速**2,0
电压A+风速**2,9
电压A-风速**2,5
电压A/风速**1/2,1
电压A*风速**1/2,1
电压A+风速**1/2,0
电压A-风速**1/2,0
电压A/风向**2,3
电压A*风向**2,1
电压A+风向**2,0
电压A-风向**2,0
电压A/风向**1/2,1
电压A*风向**1/2,0
电压A+风向**1/2,2
电压A-风向**1/2,1
电压B/电压C,37
电压B*电压C,0
电压B+电压C,0
电压B-电压C,4
电压B/电流A,0
电压B*电流A,11
电压B+电流A,0
电压B-电流A,0
电压B/电流B,1
电压B*电流B,0
电压B+电流B,0
电压B-电流B,1
电压B/电流C,0
电压B*电流C,0
电压B+电流C,1
电压B-电流C,1
电压B/功率A,1
电压B*功率A,0
电压B+功率A,4
电压B-功率A,3
电压B/功率B,0
电压B*功率B,0
电压B+功率B,0
电压B-功率B,1
电压B/功率C,2
电压B*功率C,0
电压B+功率C,0
电压B-功率C,0
电压B/平均功率,1
电压B*平均功率,0
电压B+平均功率,1
电压B-平均功率,7
电压B/风速,2
电压B*风速,1
电压B+风速,0
电压B-风速,0
电压B/风向,0
电压B*风向,1
电压B+风向,4
电压B-风向,2
电压B/Unnamed: 0**2,0
电压B*Unnamed: 0**2,0
电压B+Unnamed: 0**2,0
电压B-Unnamed: 0**2,0
电压B/Unnamed: 0**1/2,1
电压B*Unnamed: 0**1/2,0
电压B+Unnamed: 0**1/2,4
电压B-Unnamed: 0**1/2,3
电压B/ID**2,0
电压B*ID**2,0
电压B+ID**2,0
电压B-ID**2,0
电压B/ID**1/2,0
电压B*ID**1/2,0
电压B+ID**1/2,5
电压B-ID**1/2,3
电压B/板温**2,0
电压B*板温**2,0
电压B+板温**2,2
电压B-板温**2,4
电压B/板温**1/2,0
电压B*板温**1/2,0
电压B+板温**1/2,0
电压B-板温**1/2,0
电压B/现场温度**2,0
电压B*现场温度**2,0
电压B+现场温度**2,5
电压B-现场温度**2,3
电压B/现场温度**1/2,0
电压B*现场温度**1/2,0
电压B+现场温度**1/2,0
电压B-现场温度**1/2,0
电压B/光照强度**2,0
电压B*光照强度**2,0
电压B+光照强度**2,0
电压B-光照强度**2,0
电压B/光照强度**1/2,0
电压B*光照强度**1/2,0
电压B+光照强度**1/2,1
电压B-光照强度**1/2,1
电压B/转换效率**2,1
电压B*转换效率**2,0
电压B+转换效率**2,0
电压B-转换效率**2,0
电压B/转换效率**1/2,0
电压B*转换效率**1/2,0
电压B+转换效率**1/2,0
电压B-转换效率**1/2,2
电压B/转换效率A**2,0
电压B*转换效率A**2,0
电压B+转换效率A**2,0
电压B-转换效率A**2,0
电压B/转换效率A**1/2,0
电压B*转换效率A**1/2,0
电压B+转换效率A**1/2,0
电压B-转换效率A**1/2,0
电压B/转换效率B**2,0
电压B*转换效率B**2,0
电压B+转换效率B**2,0
电压B-转换效率B**2,0
电压B/转换效率B**1/2,0
电压B*转换效率B**1/2,0
电压B+转换效率B**1/2,0
电压B-转换效率B**1/2,1
电压B/转换效率C**2,0
电压B*转换效率C**2,0
电压B+转换效率C**2,0
电压B-转换效率C**2,0
电压B/转换效率C**1/2,0
电压B*转换效率C**1/2,0
电压B+转换效率C**1/2,0
电压B-转换效率C**1/2,0
电压B/电压A**2,3
电压B*电压A**2,0
电压B+电压A**2,0
电压B-电压A**2,0
电压B/电压A**1/2,2
电压B*电压A**1/2,0
电压B+电压A**1/2,0
电压B-电压A**1/2,0
电压B/电压B**2,0
电压B*电压B**2,0
电压B+电压B**2,0
电压B-电压B**2,0
电压B/电压B**1/2,1
电压B*电压B**1/2,0
电压B+电压B**1/2,0
电压B-电压B**1/2,0
电压B/电压C**2,3
电压B*电压C**2,0
电压B+电压C**2,0
电压B-电压C**2,0
电压B/电压C**1/2,5
电压B*电压C**1/2,0
电压B+电压C**1/2,0
电压B-电压C**1/2,0
电压B/电流A**2,3
电压B*电流A**2,1
电压B+电流A**2,1
电压B-电流A**2,0
电压B/电流A**1/2,1
电压B*电流A**1/2,7
电压B+电流A**1/2,0
电压B-电流A**1/2,0
电压B/电流B**2,1
电压B*电流B**2,0
电压B+电流B**2,2
电压B-电流B**2,0
电压B/电流B**1/2,1
电压B*电流B**1/2,0
电压B+电流B**1/2,0
电压B-电流B**1/2,0
电压B/电流C**2,3
电压B*电流C**2,1
电压B+电流C**2,4
电压B-电流C**2,0
电压B/电流C**1/2,1
电压B*电流C**1/2,2
电压B+电流C**1/2,0
电压B-电流C**1/2,0
电压B/功率A**2,1
电压B*功率A**2,1
电压B+功率A**2,0
电压B-功率A**2,0
电压B/功率A**1/2,1
电压B*功率A**1/2,0
电压B+功率A**1/2,0
电压B-功率A**1/2,1
电压B/功率B**2,0
电压B*功率B**2,0
电压B+功率B**2,0
电压B-功率B**2,0
电压B/功率B**1/2,0
电压B*功率B**1/2,1
电压B+功率B**1/2,3
电压B-功率B**1/2,0
电压B/功率C**2,0
电压B*功率C**2,0
电压B+功率C**2,0
电压B-功率C**2,0
电压B/功率C**1/2,2
电压B*功率C**1/2,1
电压B+功率C**1/2,0
电压B-功率C**1/2,3
电压B/平均功率**2,0
电压B*平均功率**2,0
电压B+平均功率**2,0
电压B-平均功率**2,0
电压B/平均功率**1/2,10
电压B*平均功率**1/2,1
电压B+平均功率**1/2,0
电压B-平均功率**1/2,1
电压B/风速**2,0
电压B*风速**2,0
电压B+风速**2,5
电压B-风速**2,3
电压B/风速**1/2,0
电压B*风速**1/2,0
电压B+风速**1/2,0
电压B-风速**1/2,0
电压B/风向**2,0
电压B*风向**2,1
电压B+风向**2,0
电压B-风向**2,0
电压B/风向**1/2,2
电压B*风向**1/2,4
电压B+风向**1/2,0
电压B-风向**1/2,2
电压C/电流A,0
电压C*电流A,9
电压C+电流A,0
电压C-电流A,0
电压C/电流B,0
电压C*电流B,3
电压C+电流B,0
电压C-电流B,0
电压C/电流C,0
电压C*电流C,0
电压C+电流C,0
电压C-电流C,0
电压C/功率A,2
电压C*功率A,1
电压C+功率A,3
电压C-功率A,8
电压C/功率B,0
电压C*功率B,1
电压C+功率B,1
电压C-功率B,2
电压C/功率C,0
电压C*功率C,0
电压C+功率C,0
电压C-功率C,0
电压C/平均功率,6
电压C*平均功率,2
电压C+平均功率,1
电压C-平均功率,9
电压C/风速,2
电压C*风速,0
电压C+风速,0
电压C-风速,1
电压C/风向,1
电压C*风向,1
电压C+风向,2
电压C-风向,2
电压C/Unnamed: 0**2,0
电压C*Unnamed: 0**2,0
电压C+Unnamed: 0**2,0
电压C-Unnamed: 0**2,0
电压C/Unnamed: 0**1/2,0
电压C*Unnamed: 0**1/2,0
电压C+Unnamed: 0**1/2,3
电压C-Unnamed: 0**1/2,1
电压C/ID**2,0
电压C*ID**2,0
电压C+ID**2,0
电压C-ID**2,0
电压C/ID**1/2,0
电压C*ID**1/2,0
电压C+ID**1/2,3
电压C-ID**1/2,3
电压C/板温**2,0
电压C*板温**2,0
电压C+板温**2,2
电压C-板温**2,1
电压C/板温**1/2,0
电压C*板温**1/2,0
电压C+板温**1/2,0
电压C-板温**1/2,0
电压C/现场温度**2,0
电压C*现场温度**2,0
电压C+现场温度**2,6
电压C-现场温度**2,3
电压C/现场温度**1/2,0
电压C*现场温度**1/2,0
电压C+现场温度**1/2,0
电压C-现场温度**1/2,0
电压C/光照强度**2,0
电压C*光照强度**2,0
电压C+光照强度**2,0
电压C-光照强度**2,0
电压C/光照强度**1/2,0
电压C*光照强度**1/2,0
电压C+光照强度**1/2,0
电压C-光照强度**1/2,0
电压C/转换效率**2,0
电压C*转换效率**2,0
电压C+转换效率**2,0
电压C-转换效率**2,0
电压C/转换效率**1/2,0
电压C*转换效率**1/2,0
电压C+转换效率**1/2,0
电压C-转换效率**1/2,0
电压C/转换效率A**2,0
电压C*转换效率A**2,0
电压C+转换效率A**2,0
电压C-转换效率A**2,0
电压C/转换效率A**1/2,1
电压C*转换效率A**1/2,0
电压C+转换效率A**1/2,0
电压C-转换效率A**1/2,0
电压C/转换效率B**2,0
电压C*转换效率B**2,0
电压C+转换效率B**2,0
电压C-转换效率B**2,0
电压C/转换效率B**1/2,1
电压C*转换效率B**1/2,0
电压C+转换效率B**1/2,0
电压C-转换效率B**1/2,0
电压C/转换效率C**2,0
电压C*转换效率C**2,0
电压C+转换效率C**2,0
电压C-转换效率C**2,0
电压C/转换效率C**1/2,1
电压C*转换效率C**1/2,0
电压C+转换效率C**1/2,0
电压C-转换效率C**1/2,1
电压C/电压A**2,0
电压C*电压A**2,0
电压C+电压A**2,0
电压C-电压A**2,0
电压C/电压A**1/2,3
电压C*电压A**1/2,0
电压C+电压A**1/2,0
电压C-电压A**1/2,0
电压C/电压B**2,2
电压C*电压B**2,0
电压C+电压B**2,0
电压C-电压B**2,0
电压C/电压B**1/2,2
电压C*电压B**1/2,0
电压C+电压B**1/2,0
电压C-电压B**1/2,0
电压C/电压C**2,0
电压C*电压C**2,0
电压C+电压C**2,0
电压C-电压C**2,0
电压C/电压C**1/2,1
电压C*电压C**1/2,0
电压C+电压C**1/2,0
电压C-电压C**1/2,0
电压C/电流A**2,0
电压C*电流A**2,5
电压C+电流A**2,3
电压C-电流A**2,0
电压C/电流A**1/2,1
电压C*电流A**1/2,3
电压C+电流A**1/2,0
电压C-电流A**1/2,0
电压C/电流B**2,0
电压C*电流B**2,2
电压C+电流B**2,2
电压C-电流B**2,0
电压C/电流B**1/2,3
电压C*电流B**1/2,2
电压C+电流B**1/2,0
电压C-电流B**1/2,0
电压C/电流C**2,2
电压C*电流C**2,1
电压C+电流C**2,2
电压C-电流C**2,1
电压C/电流C**1/2,1
电压C*电流C**1/2,0
电压C+电流C**1/2,0
电压C-电流C**1/2,0
电压C/功率A**2,2
电压C*功率A**2,0
电压C+功率A**2,0
电压C-功率A**2,0
电压C/功率A**1/2,3
电压C*功率A**1/2,2
电压C+功率A**1/2,0
电压C-功率A**1/2,2
电压C/功率B**2,1
电压C*功率B**2,0
电压C+功率B**2,0
电压C-功率B**2,0
电压C/功率B**1/2,1
电压C*功率B**1/2,0
电压C+功率B**1/2,2
电压C-功率B**1/2,0
电压C/功率C**2,1
电压C*功率C**2,0
电压C+功率C**2,0
电压C-功率C**2,0
电压C/功率C**1/2,0
电压C*功率C**1/2,0
电压C+功率C**1/2,0
电压C-功率C**1/2,1
电压C/平均功率**2,1
电压C*平均功率**2,0
电压C+平均功率**2,0
电压C-平均功率**2,0
电压C/平均功率**1/2,9
电压C*平均功率**1/2,0
电压C+平均功率**1/2,1
电压C-平均功率**1/2,0
电压C/风速**2,3
电压C*风速**2,0
电压C+风速**2,9
电压C-风速**2,8
电压C/风速**1/2,0
电压C*风速**1/2,0
电压C+风速**1/2,0
电压C-风速**1/2,0
电压C/风向**2,2
电压C*风向**2,3
电压C+风向**2,0
电压C-风向**2,0
电压C/风向**1/2,1
电压C*风向**1/2,2
电压C+风向**1/2,0
电压C-风向**1/2,1
电流A/电流B,6
电流A*电流B,2
电流A+电流B,0
电流A-电流B,6
电流A/电流C,5
电流A*电流C,1
电流A+电流C,2
电流A-电流C,7
电流A/功率A,0
电流A*功率A,0
电流A+功率A,0
电流A-功率A,1
电流A/功率B,16
电流A*功率B,3
电流A+功率B,0
电流A-功率B,0
电流A/功率C,10
电流A*功率C,24
电流A+功率C,0
电流A-功率C,0
电流A/平均功率,8
电流A*平均功率,40
电流A+平均功率,0
电流A-平均功率,2
电流A/风速,2
电流A*风速,1
电流A+风速,5
电流A-风速,3
电流A/风向,8
电流A*风向,1
电流A+风向,1
电流A-风向,0
电流A/Unnamed: 0**2,0
电流A*Unnamed: 0**2,0
电流A+Unnamed: 0**2,0
电流A-Unnamed: 0**2,0
电流A/Unnamed: 0**1/2,1
电流A*Unnamed: 0**1/2,0
电流A+Unnamed: 0**1/2,0
电流A-Unnamed: 0**1/2,0
电流A/ID**2,0
电流A*ID**2,0
电流A+ID**2,0
电流A-ID**2,0
电流A/ID**1/2,2
电流A*ID**1/2,0
电流A+ID**1/2,0
电流A-ID**1/2,0
电流A/板温**2,0
电流A*板温**2,1
电流A+板温**2,0
电流A-板温**2,0
电流A/板温**1/2,0
电流A*板温**1/2,0
电流A+板温**1/2,2
电流A-板温**1/2,2
电流A/现场温度**2,3
电流A*现场温度**2,0
电流A+现场温度**2,2
电流A-现场温度**2,0
电流A/现场温度**1/2,1
电流A*现场温度**1/2,0
电流A+现场温度**1/2,3
电流A-现场温度**1/2,1
电流A/光照强度**2,0
电流A*光照强度**2,0
电流A+光照强度**2,0
电流A-光照强度**2,0
电流A/光照强度**1/2,3
电流A*光照强度**1/2,0
电流A+光照强度**1/2,1
电流A-光照强度**1/2,3
电流A/转换效率**2,0
电流A*转换效率**2,0
电流A+转换效率**2,0
电流A-转换效率**2,0
电流A/转换效率**1/2,1
电流A*转换效率**1/2,0
电流A+转换效率**1/2,2
电流A-转换效率**1/2,0
电流A/转换效率A**2,0
电流A*转换效率A**2,0
电流A+转换效率A**2,0
电流A-转换效率A**2,0
电流A/转换效率A**1/2,1
电流A*转换效率A**1/2,0
电流A+转换效率A**1/2,1
电流A-转换效率A**1/2,0
电流A/转换效率B**2,0
电流A*转换效率B**2,0
电流A+转换效率B**2,0
电流A-转换效率B**2,0
电流A/转换效率B**1/2,0
电流A*转换效率B**1/2,0
电流A+转换效率B**1/2,4
电流A-转换效率B**1/2,0
电流A/转换效率C**2,0
电流A*转换效率C**2,0
电流A+转换效率C**2,0
电流A-转换效率C**2,0
电流A/转换效率C**1/2,0
电流A*转换效率C**1/2,0
电流A+转换效率C**1/2,2
电流A-转换效率C**1/2,0
电流A/电压A**2,1
电流A*电压A**2,0
电流A+电压A**2,0
电流A-电压A**2,0
电流A/电压A**1/2,1
电流A*电压A**1/2,0
电流A+电压A**1/2,0
电流A-电压A**1/2,2
电流A/电压B**2,2
电流A*电压B**2,0
电流A+电压B**2,0
电流A-电压B**2,0
电流A/电压B**1/2,0
电流A*电压B**1/2,0
电流A+电压B**1/2,2
电流A-电压B**1/2,2
电流A/电压C**2,0
电流A*电压C**2,0
电流A+电压C**2,0
电流A-电压C**2,0
电流A/电压C**1/2,1
电流A*电压C**1/2,0
电流A+电压C**1/2,1
电流A-电压C**1/2,2
电流A/电流A**2,1
电流A*电流A**2,0
电流A+电流A**2,0
电流A-电流A**2,0
电流A/电流A**1/2,0
电流A*电流A**1/2,0
电流A+电流A**1/2,0
电流A-电流A**1/2,1
电流A/电流B**2,2
电流A*电流B**2,4
电流A+电流B**2,2
电流A-电流B**2,2
电流A/电流B**1/2,8
电流A*电流B**1/2,1
电流A+电流B**1/2,4
电流A-电流B**1/2,3
电流A/电流C**2,2
电流A*电流C**2,0
电流A+电流C**2,0
电流A-电流C**2,1
电流A/电流C**1/2,2
电流A*电流C**1/2,4
电流A+电流C**1/2,0
电流A-电流C**1/2,3
电流A/功率A**2,0
电流A*功率A**2,2
电流A+功率A**2,0
电流A-功率A**2,0
电流A/功率A**1/2,1
电流A*功率A**1/2,2
电流A+功率A**1/2,2
电流A-功率A**1/2,0
电流A/功率B**2,5
电流A*功率B**2,6
电流A+功率B**2,0
电流A-功率B**2,0
电流A/功率B**1/2,5
电流A*功率B**1/2,5
电流A+功率B**1/2,1
电流A-功率B**1/2,0
电流A/功率C**2,3
电流A*功率C**2,9
电流A+功率C**2,0
电流A-功率C**2,0
电流A/功率C**1/2,5
电流A*功率C**1/2,9
电流A+功率C**1/2,0
电流A-功率C**1/2,1
电流A/平均功率**2,1
电流A*平均功率**2,44
电流A+平均功率**2,0
电流A-平均功率**2,0
电流A/平均功率**1/2,3
电流A*平均功率**1/2,5
电流A+平均功率**1/2,35
电流A-平均功率**1/2,1
电流A/风速**2,1
电流A*风速**2,0
电流A+风速**2,1
电流A-风速**2,1
电流A/风速**1/2,2
电流A*风速**1/2,2
电流A+风速**1/2,9
电流A-风速**1/2,7
电流A/风向**2,3
电流A*风向**2,2
电流A+风向**2,0
电流A-风向**2,0
电流A/风向**1/2,5
电流A*风向**1/2,4
电流A+风向**1/2,1
电流A-风向**1/2,3
电流B/电流C,5
电流B*电流C,1
电流B+电流C,2
电流B-电流C,6
电流B/功率A,10
电流B*功率A,9
电流B+功率A,0
电流B-功率A,1
电流B/功率B,0
电流B*功率B,0
电流B+功率B,0
电流B-功率B,0
电流B/功率C,9
电流B*功率C,6
电流B+功率C,0
电流B-功率C,0
电流B/平均功率,15
电流B*平均功率,1
电流B+平均功率,0
电流B-平均功率,0
电流B/风速,2
电流B*风速,0
电流B+风速,8
电流B-风速,3
电流B/风向,5
电流B*风向,5
电流B+风向,0
电流B-风向,0
电流B/Unnamed: 0**2,1
电流B*Unnamed: 0**2,0
电流B+Unnamed: 0**2,0
电流B-Unnamed: 0**2,0
电流B/Unnamed: 0**1/2,0
